date,longitude,latitude,prcp,tmin,tmax,rmin,rmax,srad,wspd
2013-07-03,-101.0800033292993,39.34999584335759,0.0,12.4,30.4,8.5,52.9,28.4,4.7
2013-07-04,-101.0800033292993,39.34999584335759,0.0,14.2,33.5,8.4,55.5,28.3,5.7
2013-07-05,-101.0800033292993,39.34999584335759,1.2,15.6,34.8,8.7,55.4,23.0,5.4
2013-07-06,-101.0800033292993,39.34999584335759,10.8,18.5,38.1,8.1,54.0,26.5,3.5
2013-07-07,-101.0800033292993,39.34999584335759,2.4,20.6,38.4,10.9,55.8,27.2,2.6
2013-07-08,-101.0800033292993,39.34999584335759,1.0,20.3,38.0,12.9,60.6,27.6,5.7
2013-07-09,-101.0800033292993,39.34999584335759,3.0,20.5,39.3,10.2,56.8,27.2,4.2
2013-07-10,-101.0800033292993,39.34999584335759,0.8,20.3,35.0,23.6,75.1,23.6,4.1
2013-07-11,-101.0800033292993,39.34999584335759,0.0,20.0,36.3,19.7,72.6,27.4,6.0
2013-07-12,-101.0800033292993,39.34999584335759,0.0,20.0,37.6,15.3,66.6,27.4,7.4
2013-07-13,-101.0800033292993,39.34999584335759,0.0,20.3,38.6,12.1,60.7,27.2,5.1
2013-07-14,-101.0800033292993,39.34999584335759,2.5,21.1,33.7,20.4,61.3,21.4,4.0
2013-07-15,-101.0800033292993,39.34999584335759,0.0,13.5,29.2,31.8,100.0,25.6,4.9
2013-07-16,-101.0800033292993,39.34999584335759,0.0,14.0,25.2,36.7,87.9,17.5,6.4
2013-07-17,-101.0800033292993,39.34999584335759,0.0,12.6,30.5,30.4,100.0,26.3,7.4
2013-07-18,-101.0800033292993,39.34999584335759,0.0,15.6,33.9,22.4,89.6,26.9,8.3
2013-07-19,-101.0800033292993,39.34999584335759,26.7,17.3,35.0,21.0,82.2,25.8,4.1
2013-07-20,-101.0800033292993,39.34999584335759,2.4,20.1,33.7,27.9,79.9,26.7,2.7
2013-07-21,-101.0800033292993,39.34999584335759,0.0,15.6,34.6,24.1,97.4,26.9,3.8
2013-07-22,-101.0800033292993,39.34999584335759,0.0,19.0,37.8,16.3,73.4,25.6,3.7
2013-07-23,-101.0800033292993,39.34999584335759,0.0,19.1,37.0,14.2,65.2,27.1,3.0
2013-07-24,-101.0800033292993,39.34999584335759,0.6,14.7,32.7,24.1,93.0,26.2,4.0
2013-07-25,-101.0800033292993,39.34999584335759,16.6,17.1,33.1,22.5,79.0,22.3,4.8
2013-07-26,-101.0800033292993,39.34999584335759,0.0,15.1,30.4,28.3,90.4,26.6,3.5
2013-07-27,-101.0800033292993,39.34999584335759,0.0,13.2,28.0,32.3,97.7,22.7,5.0
2013-07-28,-101.0800033292993,39.34999584335759,4.5,10.4,19.4,67.4,100.0,8.1,5.2
2013-07-29,-101.0800033292993,39.34999584335759,0.0,12.9,27.1,46.8,100.0,20.8,2.8
2013-07-30,-101.0800033292993,39.34999584335759,0.0,14.3,30.2,39.3,100.0,25.5,2.3
2013-07-31,-101.0800033292993,39.34999584335759,2.3,15.6,33.5,26.5,98.5,24.0,2.4
2013-08-01,-101.0800033292993,39.34999584335759,3.8,16.7,33.0,29.4,95.7,22.0,5.2
2013-08-02,-101.0800033292993,39.34999584335759,0.0,16.9,32.4,29.6,91.5,25.5,4.3
2013-08-03,-101.0800033292993,39.34999584335759,0.0,16.6,30.3,44.6,100.0,21.1,4.5
2013-08-04,-101.0800033292993,39.34999584335759,7.3,16.2,29.5,43.6,100.0,25.1,4.5
2013-08-05,-101.0800033292993,39.34999584335759,7.4,16.4,31.9,41.6,100.0,18.2,3.1
2013-08-06,-101.0800033292993,39.34999584335759,0.9,17.7,31.8,39.1,100.0,20.2,2.5
2013-08-07,-101.0800033292993,39.34999584335759,3.8,19.2,29.9,44.7,95.5,18.2,3.5
2013-08-08,-101.0800033292993,39.34999584335759,9.4,15.4,25.4,52.7,100.0,20.6,4.4
2013-08-09,-101.0800033292993,39.34999584335759,0.0,12.5,25.3,44.2,100.0,21.6,3.4
2013-08-10,-101.0800033292993,39.34999584335759,0.0,10.6,27.4,36.1,100.0,25.4,4.6
2013-08-11,-101.0800033292993,39.34999584335759,0.0,11.9,28.2,39.6,100.0,18.6,4.3
2013-08-12,-101.0800033292993,39.34999584335759,0.6,14.4,28.8,42.8,100.0,22.6,3.7
2013-08-13,-101.0800033292993,39.34999584335759,3.4,14.5,26.5,45.6,100.0,22.8,3.8
2013-08-14,-101.0800033292993,39.34999584335759,0.0,12.9,25.3,46.5,100.0,19.2,3.9
2013-08-15,-101.0800033292993,39.34999584335759,3.4,13.1,28.4,36.5,100.0,19.4,2.7
2013-08-16,-101.0800033292993,39.34999584335759,0.0,14.1,29.0,34.0,100.0,24.8,2.3
2013-08-17,-101.0800033292993,39.34999584335759,0.0,13.9,30.5,35.9,100.0,24.7,4.5
2013-08-18,-101.0800033292993,39.34999584335759,0.0,12.8,30.3,36.7,100.0,24.4,5.8
2013-08-19,-101.0800033292993,39.34999584335759,0.0,13.9,33.0,28.3,100.0,24.3,4.2
2013-08-20,-101.0800033292993,39.34999584335759,0.0,15.3,34.2,25.8,100.0,24.4,5.0
2013-08-21,-101.0800033292993,39.34999584335759,0.0,15.8,34.8,22.7,92.0,24.1,5.7
2013-08-22,-101.0800033292993,39.34999584335759,0.0,18.0,33.0,25.0,79.0,23.6,4.8
2013-08-23,-101.0800033292993,39.34999584335759,0.6,17.7,32.0,25.7,77.1,19.1,4.6
2013-08-24,-101.0800033292993,39.34999584335759,0.0,16.1,34.3,21.2,84.1,23.7,6.2
2013-08-25,-101.0800033292993,39.34999584335759,0.0,17.4,34.9,20.4,78.3,23.4,6.1
2013-08-26,-101.0800033292993,39.34999584335759,0.0,18.2,36.4,18.3,75.7,23.4,7.1
2013-08-27,-101.0800033292993,39.34999584335759,0.0,17.2,35.0,21.1,81.4,23.4,5.9
2013-08-28,-101.0800033292993,39.34999584335759,0.0,16.1,34.2,21.6,85.2,22.0,4.2
2013-08-29,-101.0800033292993,39.34999584335759,0.0,17.5,35.8,18.9,78.1,23.1,3.1
2013-08-30,-101.0800033292993,39.34999584335759,0.0,19.2,37.2,14.1,63.3,21.8,2.6
2013-08-31,-101.0800033292993,39.34999584335759,1.8,20.6,35.9,17.5,62.5,18.8,3.4
2013-09-01,-101.0800033292993,39.34999584335759,0.0,17.7,30.1,32.9,78.1,20.9,5.0
2013-09-02,-101.0800033292993,39.34999584335759,0.0,12.2,31.2,18.4,75.5,21.1,4.3
2013-09-03,-101.0800033292993,39.34999584335759,0.0,13.8,33.6,17.9,75.8,20.8,5.8
2013-09-04,-101.0800033292993,39.34999584335759,0.0,16.3,35.3,18.1,72.2,20.5,5.6
2013-09-05,-101.0800033292993,39.34999584335759,0.0,17.1,34.8,19.3,70.1,14.8,5.3
2013-09-06,-101.0800033292993,39.34999584335759,0.0,16.4,37.4,11.9,61.0,20.5,5.4
2013-09-07,-101.0800033292993,39.34999584335759,0.0,17.4,37.9,9.4,52.0,20.4,4.6
2013-09-08,-101.0800033292993,39.34999584335759,0.0,18.5,36.7,13.2,55.7,20.2,5.1
2013-09-09,-101.0800033292993,39.34999584335759,0.0,18.6,34.8,16.8,58.6,20.0,7.3
2013-09-10,-101.0800033292993,39.34999584335759,2.9,14.3,31.2,23.8,79.8,18.5,3.5
2013-09-11,-101.0800033292993,39.34999584335759,12.9,16.3,28.9,35.4,84.4,13.8,2.3
2013-09-12,-101.0800033292993,39.34999584335759,37.4,13.5,23.1,61.5,100.0,10.9,4.8
2013-09-13,-101.0800033292993,39.34999584335759,37.9,11.0,17.3,81.2,100.0,7.9,5.0
2013-09-14,-101.0800033292993,39.34999584335759,0.0,10.4,27.5,37.5,100.0,14.6,6.8
2013-09-15,-101.0800033292993,39.34999584335759,1.1,11.9,22.7,58.0,100.0,15.5,5.6
2013-09-16,-101.0800033292993,39.34999584335759,0.7,9.9,16.8,76.6,100.0,5.5,3.2
2013-09-17,-101.0800033292993,39.34999584335759,0.3,9.8,29.1,35.3,100.0,18.7,5.1
2013-09-18,-101.0800033292993,39.34999584335759,0.0,14.0,32.1,30.2,100.0,18.6,6.0
2013-09-19,-101.0800033292993,39.34999584335759,0.0,12.5,24.6,43.1,98.1,17.5,5.8
2013-09-20,-101.0800033292993,39.34999584335759,0.0,8.7,23.6,30.3,88.3,16.9,3.1
2013-09-21,-101.0800033292993,39.34999584335759,0.0,8.6,27.6,22.9,90.2,18.4,4.5
2013-09-22,-101.0800033292993,39.34999584335759,0.0,10.1,28.0,28.6,99.6,18.3,7.2
2013-09-23,-101.0800033292993,39.34999584335759,0.0,8.4,20.5,43.1,99.7,12.0,8.2
2013-09-24,-101.0800033292993,39.34999584335759,0.0,5.2,24.0,27.6,100.0,18.3,5.6
2013-09-25,-101.0800033292993,39.34999584335759,0.0,7.7,27.8,18.2,82.0,18.2,5.8
2013-09-26,-101.0800033292993,39.34999584335759,0.0,11.2,30.4,17.9,75.2,17.9,7.0
2013-09-27,-101.0800033292993,39.34999584335759,20.1,15.1,26.2,32.6,73.0,13.2,6.4
2013-09-28,-101.0800033292993,39.34999584335759,0.0,5.2,19.9,34.7,99.8,18.0,5.4
2013-09-29,-101.0800033292993,39.34999584335759,0.0,5.2,25.0,14.8,71.8,17.7,4.5
2013-09-30,-101.0800033292993,39.34999584335759,0.0,6.9,29.9,12.9,77.6,17.2,4.3
2013-10-01,-101.0800033292993,39.34999584335759,0.0,10.2,27.0,21.7,72.4,17.5,4.5
2013-10-02,-101.0800033292993,39.34999584335759,0.0,9.9,29.0,27.0,98.8,17.0,4.3
2013-10-03,-101.0800033292993,39.34999584335759,0.0,10.3,26.9,35.6,100.0,15.1,2.9
2013-10-04,-101.0800033292993,39.34999584335759,0.0,0.5,20.6,41.8,100.0,16.6,4.8
2013-10-05,-101.0800033292993,39.34999584335759,0.0,-3.2,12.2,25.5,82.9,12.6,9.1
2013-10-06,-101.0800033292993,39.34999584335759,0.0,-0.0,19.1,14.9,68.5,17.0,7.3
2013-10-07,-101.0800033292993,39.34999584335759,0.0,4.8,25.2,12.4,63.1,16.8,4.1
2013-10-08,-101.0800033292993,39.34999584335759,0.0,6.8,27.2,12.2,61.3,16.6,7.4
2013-10-09,-101.0800033292993,39.34999584335759,0.0,6.4,25.8,15.5,68.1,16.4,5.5
2013-10-10,-101.0800033292993,39.34999584335759,8.4,6.9,28.2,18.9,86.9,15.6,5.6
2013-10-11,-101.0800033292993,39.34999584335759,0.0,7.2,21.6,25.0,71.9,15.9,9.0
2013-10-12,-101.0800033292993,39.34999584335759,0.6,5.5,17.5,27.6,67.8,13.8,3.2
2013-10-13,-101.0800033292993,39.34999584335759,1.6,1.8,20.5,18.8,77.6,15.4,6.7
2013-10-14,-101.0800033292993,39.34999584335759,9.4,3.7,23.0,35.8,100.0,11.7,9.4
2013-10-15,-101.0800033292993,39.34999584335759,0.0,-1.4,11.2,35.9,90.1,15.4,9.3
2013-10-16,-101.0800033292993,39.34999584335759,0.0,-2.5,12.2,30.1,90.1,11.2,3.6
2013-10-17,-101.0800033292993,39.34999584335759,0.0,-1.2,14.6,25.8,85.0,15.2,4.0
2013-10-18,-101.0800033292993,39.34999584335759,5.6,-1.5,8.1,42.3,84.6,6.8,4.0
2013-10-19,-101.0800033292993,39.34999584335759,0.0,-3.7,18.6,15.0,87.2,14.8,4.0
2013-10-20,-101.0800033292993,39.34999584335759,0.0,1.8,16.7,19.4,62.7,12.3,5.1
2013-10-21,-101.0800033292993,39.34999584335759,0.0,-0.4,16.0,27.1,91.4,14.5,4.8
2013-10-22,-101.0800033292993,39.34999584335759,0.0,4.0,17.0,24.7,66.4,9.9,4.4
2013-10-23,-101.0800033292993,39.34999584335759,0.0,1.4,19.7,22.7,87.6,14.1,3.7
2013-10-24,-101.0800033292993,39.34999584335759,0.0,-1.6,13.3,34.9,100.0,13.8,3.7
2013-10-25,-101.0800033292993,39.34999584335759,0.0,-2.6,16.4,27.8,100.0,13.7,5.3
2013-10-26,-101.0800033292993,39.34999584335759,0.0,2.4,16.9,31.5,89.5,13.8,4.1
2013-10-27,-101.0800033292993,39.34999584335759,0.0,0.8,21.9,12.9,69.7,13.7,3.8
2013-10-28,-101.0800033292993,39.34999584335759,0.3,0.9,13.7,35.9,90.2,12.8,4.5
2013-10-29,-101.0800033292993,39.34999584335759,0.4,1.7,18.1,40.1,100.0,11.9,4.1
2013-10-30,-101.0800033292993,39.34999584335759,0.3,1.6,17.4,43.1,100.0,13.0,3.8
2013-10-31,-101.0800033292993,39.34999584335759,0.0,1.6,16.7,25.3,78.5,13.1,4.6
2013-11-01,-101.0800033292993,39.34999584335759,0.0,0.7,13.5,25.7,66.2,11.1,6.3
2013-11-02,-101.0800033292993,39.34999584335759,0.0,-1.8,16.2,14.4,60.6,12.3,4.4
2013-11-03,-101.0800033292993,39.34999584335759,0.0,-0.4,20.4,15.3,73.9,10.8,7.2
2013-11-04,-101.0800033292993,39.34999584335759,0.0,-0.5,12.2,34.4,84.8,12.0,5.2
2013-11-05,-101.0800033292993,39.34999584335759,8.3,-3.2,7.2,55.7,100.0,4.5,4.3
2013-11-06,-101.0800033292993,39.34999584335759,0.0,-6.8,10.5,27.6,99.6,11.5,4.5
2013-11-07,-101.0800033292993,39.34999584335759,0.0,-3.2,15.4,17.0,71.6,11.6,3.4
2013-11-08,-101.0800033292993,39.34999584335759,0.0,0.4,22.1,13.2,69.3,11.4,4.8
2013-11-09,-101.0800033292993,39.34999584335759,0.0,2.4,17.2,24.1,70.9,11.2,3.7
2013-11-10,-101.0800033292993,39.34999584335759,0.0,-0.8,15.3,32.8,100.0,7.8,4.6
2013-11-11,-101.0800033292993,39.34999584335759,0.0,-6.0,11.4,52.0,100.0,10.6,4.7
2013-11-12,-101.0800033292993,39.34999584335759,0.0,-9.7,6.9,27.8,98.0,11.2,4.2
2013-11-13,-101.0800033292993,39.34999584335759,0.0,-4.8,17.0,17.6,91.6,11.1,5.3
2013-11-14,-101.0800033292993,39.34999584335759,0.0,0.2,14.6,31.2,86.6,10.2,5.0
2013-11-15,-101.0800033292993,39.34999584335759,0.0,-1.2,16.7,23.6,86.8,10.7,4.7
2013-11-16,-101.0800033292993,39.34999584335759,0.0,3.7,20.4,17.4,61.6,10.6,4.5
2013-11-17,-101.0800033292993,39.34999584335759,0.0,-0.5,13.4,21.7,62.7,10.7,6.4
2013-11-18,-101.0800033292993,39.34999584335759,0.0,-4.0,14.6,12.1,56.7,10.5,4.5
2013-11-19,-101.0800033292993,39.34999584335759,0.0,-3.7,14.7,16.3,68.5,10.2,5.6
2013-11-20,-101.0800033292993,39.34999584335759,0.0,2.9,19.2,20.1,67.2,9.9,3.5
2013-11-21,-101.0800033292993,39.34999584335759,0.0,-11.3,11.2,28.7,100.0,2.9,5.7
2013-11-22,-101.0800033292993,39.34999584335759,0.0,-12.9,0.5,38.0,100.0,8.7,4.5
2013-11-23,-101.0800033292993,39.34999584335759,0.0,-9.6,0.4,40.9,86.2,6.4,2.3
2013-11-24,-101.0800033292993,39.34999584335759,0.0,-9.9,0.4,53.2,100.0,5.2,6.2
2013-11-25,-101.0800033292993,39.34999584335759,0.0,-11.9,2.4,51.7,100.0,6.5,5.6
2013-11-26,-101.0800033292993,39.34999584335759,0.0,-9.3,2.4,47.7,100.0,9.1,5.0
2013-11-27,-101.0800033292993,39.34999584335759,0.0,-10.5,9.5,25.8,100.0,9.6,4.2
2013-11-28,-101.0800033292993,39.34999584335759,0.0,-7.5,6.2,40.1,100.0,9.4,3.9
2013-11-29,-101.0800033292993,39.34999584335759,0.0,-7.9,9.9,31.3,100.0,9.4,4.7
2013-11-30,-101.0800033292993,39.34999584335759,0.0,-2.7,16.3,20.3,83.4,9.3,3.7
2013-12-01,-101.0800033292993,39.34999584335759,0.0,-2.3,15.9,22.4,79.8,8.7,2.8
2013-12-02,-101.0800033292993,39.34999584335759,0.0,0.9,19.8,17.6,66.1,8.8,3.7
2013-12-03,-101.0800033292993,39.34999584335759,0.0,-3.9,17.1,23.5,100.0,8.6,2.1
2013-12-04,-101.0800033292993,39.34999584335759,0.0,-13.4,-0.2,51.8,100.0,5.4,8.0
2013-12-05,-101.0800033292993,39.34999584335759,0.0,-15.6,-6.4,29.1,59.1,7.6,5.5
2013-12-06,-101.0800033292993,39.34999584335759,0.0,-16.3,-8.9,46.9,78.9,3.3,2.4
2013-12-07,-101.0800033292993,39.34999584335759,0.7,-18.4,-8.8,39.9,82.1,4.5,5.9
2013-12-08,-101.0800033292993,39.34999584335759,0.4,-17.0,-7.4,58.6,100.0,3.8,4.7
2013-12-09,-101.0800033292993,39.34999584335759,0.0,-17.7,-3.0,36.1,100.0,7.1,3.4
2013-12-10,-101.0800033292993,39.34999584335759,0.0,-15.4,2.1,30.3,100.0,9.2,4.5
2013-12-11,-101.0800033292993,39.34999584335759,0.0,-14.2,-0.6,54.5,100.0,9.0,4.5
2013-12-12,-101.0800033292993,39.34999584335759,0.0,-11.5,4.3,36.6,100.0,8.9,3.4
2013-12-13,-101.0800033292993,39.34999584335759,0.0,-9.1,3.2,43.3,100.0,8.7,4.0
2013-12-14,-101.0800033292993,39.34999584335759,0.0,-10.2,7.9,35.4,100.0,8.6,6.2
2013-12-15,-101.0800033292993,39.34999584335759,0.0,-4.9,14.0,18.9,74.0,8.5,4.2
2013-12-16,-101.0800033292993,39.34999584335759,0.0,-1.5,18.0,15.0,61.6,8.6,4.2
2013-12-17,-101.0800033292993,39.34999584335759,0.0,-1.7,12.6,21.2,58.7,8.5,2.5
2013-12-18,-101.0800033292993,39.34999584335759,0.0,-0.6,20.3,12.2,56.6,8.5,4.4
2013-12-19,-101.0800033292993,39.34999584335759,0.0,-7.5,10.0,31.9,100.0,8.2,3.7
2013-12-20,-101.0800033292993,39.34999584335759,0.0,-11.1,3.3,37.4,100.0,8.1,4.8
2013-12-21,-101.0800033292993,39.34999584335759,0.0,-10.3,1.8,37.8,88.9,8.0,2.5
2013-12-22,-101.0800033292993,39.34999584335759,0.0,-11.1,3.4,36.7,100.0,8.7,4.0
2013-12-23,-101.0800033292993,39.34999584335759,0.0,-12.6,-2.1,59.8,100.0,7.3,4.3
2013-12-24,-101.0800033292993,39.34999584335759,0.0,-12.3,11.7,22.0,100.0,7.1,5.4
2013-12-25,-101.0800033292993,39.34999584335759,0.0,-6.9,8.4,35.8,100.0,8.7,4.6
2013-12-26,-101.0800033292993,39.34999584335759,0.0,-6.1,12.6,15.7,63.4,8.7,4.4
2013-12-27,-101.0800033292993,39.34999584335759,0.0,-3.5,15.6,13.1,54.9,8.7,3.8
2013-12-28,-101.0800033292993,39.34999584335759,0.0,-2.3,15.8,15.5,58.4,8.8,4.3
2013-12-29,-101.0800033292993,39.34999584335759,0.0,-11.3,1.9,36.4,93.6,8.3,7.3
2013-12-30,-101.0800033292993,39.34999584335759,0.0,-10.1,9.9,20.7,90.6,8.1,5.6
2013-12-31,-101.0800033292993,39.34999584335759,0.0,-10.1,9.9,27.6,100.0,8.1,4.1
2014-01-01,-101.0800033292993,39.34999584335759,0.0,-11.5,-3.0,82.1,100.0,4.5,3.9
2014-01-02,-101.0800033292993,39.34999584335759,0.0,-9.6,8.3,32.4,100.0,8.7,3.4
2014-01-03,-101.0800033292993,39.34999584335759,0.0,-8.0,16.9,19.3,100.0,8.7,4.9
2014-01-04,-101.0800033292993,39.34999584335759,1.2,-17.8,-2.0,83.0,100.0,7.2,6.5
2014-01-05,-101.0800033292993,39.34999584335759,0.0,-24.8,-8.6,68.3,100.0,4.0,4.8
2014-01-06,-101.0800033292993,39.34999584335759,0.0,-23.7,-4.4,30.1,100.0,9.3,3.6
2014-01-07,-101.0800033292993,39.34999584335759,0.0,-8.6,10.2,19.8,78.3,7.8,3.8
2014-01-08,-101.0800033292993,39.34999584335759,0.0,-11.2,0.8,53.5,100.0,6.8,3.3
2014-01-09,-101.0800033292993,39.34999584335759,0.0,-10.8,3.5,42.4,100.0,9.0,4.7
2014-01-10,-101.0800033292993,39.34999584335759,0.0,-5.6,5.6,43.1,91.6,6.6,6.0
2014-01-11,-101.0800033292993,39.34999584335759,0.0,-2.3,12.0,24.2,66.4,9.1,4.4
2014-01-12,-101.0800033292993,39.34999584335759,0.0,-5.6,11.4,24.2,80.6,7.4,5.9
2014-01-13,-101.0800033292993,39.34999584335759,0.0,-6.3,12.3,16.9,67.0,7.6,6.4
2014-01-14,-101.0800033292993,39.34999584335759,0.0,-6.8,4.7,34.8,77.3,8.1,7.3
2014-01-15,-101.0800033292993,39.34999584335759,0.0,-3.4,14.8,15.9,59.9,9.3,5.0
2014-01-16,-101.0800033292993,39.34999584335759,0.0,-10.5,7.7,27.0,100.0,9.7,7.7
2014-01-17,-101.0800033292993,39.34999584335759,0.0,-9.0,11.1,14.1,64.9,9.6,5.3
2014-01-18,-101.0800033292993,39.34999584335759,0.0,-6.8,10.6,20.8,73.2,9.8,6.7
2014-01-19,-101.0800033292993,39.34999584335759,0.0,-3.5,20.1,8.5,51.6,10.1,4.4
2014-01-20,-101.0800033292993,39.34999584335759,0.0,-14.3,10.5,18.0,100.0,9.7,6.0
2014-01-21,-101.0800033292993,39.34999584335759,0.0,-12.3,15.5,14.5,100.0,10.2,4.8
2014-01-22,-101.0800033292993,39.34999584335759,0.0,-15.6,5.5,27.4,100.0,8.2,4.3
2014-01-23,-101.0800033292993,39.34999584335759,0.0,-16.7,-5.6,44.0,99.1,10.3,3.9
2014-01-24,-101.0800033292993,39.34999584335759,0.0,-7.2,12.1,12.5,55.3,10.3,5.5
2014-01-25,-101.0800033292993,39.34999584335759,0.0,-2.0,15.1,19.3,65.2,10.2,4.2
2014-01-26,-101.0800033292993,39.34999584335759,0.0,-12.1,15.3,20.8,100.0,9.3,4.2
2014-01-27,-101.0800033292993,39.34999584335759,0.0,-16.7,-7.3,46.8,92.3,4.3,5.6
2014-01-28,-101.0800033292993,39.34999584335759,0.0,-15.8,-2.3,32.2,88.4,11.1,4.0
2014-01-29,-101.0800033292993,39.34999584335759,0.0,-10.5,11.3,11.2,61.6,11.0,4.1
2014-01-30,-101.0800033292993,39.34999584335759,5.4,-8.6,7.4,34.6,100.0,9.8,5.9
2014-01-31,-101.0800033292993,39.34999584335759,0.0,-15.3,-5.4,89.7,100.0,7.0,4.3
2014-02-01,-101.0800033292993,39.34999584335759,0.0,-20.4,-7.5,95.9,100.0,9.0,2.2
2014-02-02,-101.0800033292993,39.34999584335759,0.0,-20.2,-0.8,45.4,100.0,11.3,3.7
2014-02-03,-101.0800033292993,39.34999584335759,0.0,-10.1,-0.8,43.0,84.2,10.4,4.6
2014-02-04,-101.0800033292993,39.34999584335759,3.8,-22.6,-7.1,88.3,100.0,9.3,4.4
2014-02-05,-101.0800033292993,39.34999584335759,0.0,-24.0,-15.7,82.8,100.0,10.2,5.9
2014-02-06,-101.0800033292993,39.34999584335759,0.0,-19.3,-13.6,52.6,79.1,8.7,3.0
2014-02-07,-101.0800033292993,39.34999584335759,0.0,-15.9,-8.5,51.4,87.5,11.5,4.4
2014-02-08,-101.0800033292993,39.34999584335759,0.0,-12.2,1.8,41.4,100.0,11.3,3.1
2014-02-09,-101.0800033292993,39.34999584335759,1.2,-15.6,-8.9,97.7,100.0,7.7,3.5
2014-02-10,-101.0800033292993,39.34999584335759,0.0,-13.9,-7.1,65.3,100.0,9.6,3.7
2014-02-11,-101.0800033292993,39.34999584335759,0.0,-9.9,2.3,40.8,98.5,12.6,4.6
2014-02-12,-101.0800033292993,39.34999584335759,0.0,-5.2,3.6,52.0,94.1,12.5,4.8
2014-02-13,-101.0800033292993,39.34999584335759,0.0,-0.9,13.1,26.2,71.7,12.3,4.2
2014-02-14,-101.0800033292993,39.34999584335759,0.0,-0.1,9.3,34.8,67.0,12.9,6.8
2014-02-15,-101.0800033292993,39.34999584335759,0.0,-3.0,12.1,25.1,75.2,11.5,5.3
2014-02-16,-101.0800033292993,39.34999584335759,0.0,-2.1,14.8,25.3,84.2,12.3,5.7
2014-02-17,-101.0800033292993,39.34999584335759,0.0,-3.0,17.1,17.4,76.6,13.5,6.8
2014-02-18,-101.0800033292993,39.34999584335759,0.0,-4.0,18.1,9.1,54.4,13.3,6.6
2014-02-19,-101.0800033292993,39.34999584335759,4.4,-2.5,14.5,14.8,54.9,11.7,5.9
2014-02-20,-101.0800033292993,39.34999584335759,0.0,-6.0,4.7,41.9,88.8,11.8,8.7
2014-02-21,-101.0800033292993,39.34999584335759,0.0,-5.6,10.6,12.9,48.6,14.0,6.3
2014-02-22,-101.0800033292993,39.34999584335759,0.0,-6.4,8.4,19.2,60.6,13.6,3.2
2014-02-23,-101.0800033292993,39.34999584335759,0.0,-7.7,-3.3,77.9,100.0,12.8,5.1
2014-02-24,-101.0800033292993,39.34999584335759,0.0,-13.8,8.4,25.9,100.0,14.1,5.7
2014-02-25,-101.0800033292993,39.34999584335759,1.5,-21.3,-8.1,87.5,100.0,9.3,5.0
2014-02-26,-101.0800033292993,39.34999584335759,0.0,-18.9,5.2,27.2,100.0,14.9,4.2
2014-02-27,-101.0800033292993,39.34999584335759,0.0,-8.4,11.6,15.9,74.9,14.6,4.5
2014-02-28,-101.0800033292993,39.34999584335759,0.0,-10.9,11.0,25.0,100.0,11.4,4.0
2014-03-01,-101.0800033292993,39.34999584335759,0.0,-18.6,-11.0,100.0,100.0,8.8,5.5
2014-03-02,-101.0800033292993,39.34999584335759,0.0,-18.7,-13.9,61.6,86.8,10.2,4.0
2014-03-03,-101.0800033292993,39.34999584335759,0.0,-15.8,3.9,18.0,92.6,15.9,4.6
2014-03-04,-101.0800033292993,39.34999584335759,0.5,-4.8,18.9,13.7,87.8,15.6,3.4
2014-03-05,-101.0800033292993,39.34999584335759,0.0,-4.8,7.5,47.3,100.0,16.2,3.9
2014-03-06,-101.0800033292993,39.34999584335759,0.0,-1.7,22.1,13.7,85.4,16.6,5.6
2014-03-07,-101.0800033292993,39.34999584335759,0.0,-5.0,9.8,41.7,100.0,11.0,7.2
2014-03-08,-101.0800033292993,39.34999584335759,0.0,-5.0,11.1,29.0,96.7,16.2,5.0
2014-03-09,-101.0800033292993,39.34999584335759,0.0,-0.6,25.3,8.4,69.8,17.3,4.4
2014-03-10,-101.0800033292993,39.34999584335759,0.0,2.3,24.7,6.4,47.4,17.2,3.9
2014-03-11,-101.0800033292993,39.34999584335759,0.8,-4.6,9.0,35.1,95.6,10.5,7.8
2014-03-12,-101.0800033292993,39.34999584335759,0.0,-7.0,12.0,20.4,89.5,17.5,6.9
2014-03-13,-101.0800033292993,39.34999584335759,0.0,-6.0,19.8,6.1,62.3,18.1,4.6
2014-03-14,-101.0800033292993,39.34999584335759,0.0,-2.3,17.5,12.1,62.3,18.2,4.5
2014-03-15,-101.0800033292993,39.34999584335759,0.0,-2.9,17.4,13.0,67.1,17.9,6.6
2014-03-16,-101.0800033292993,39.34999584335759,0.0,-2.2,10.2,29.7,76.0,18.2,6.7
2014-03-17,-101.0800033292993,39.34999584335759,0.0,0.3,22.9,8.1,55.5,18.4,5.0
2014-03-18,-101.0800033292993,39.34999584335759,2.9,-5.5,7.2,36.1,92.5,10.4,8.5
2014-03-19,-101.0800033292993,39.34999584335759,0.0,-5.4,13.3,19.2,82.4,18.9,6.0
2014-03-20,-101.0800033292993,39.34999584335759,0.0,-3.9,20.3,6.0,55.0,19.2,3.8
2014-03-21,-101.0800033292993,39.34999584335759,0.0,-3.8,12.5,15.1,58.3,18.8,6.4
2014-03-22,-101.0800033292993,39.34999584335759,0.0,-12.1,-0.8,58.2,100.0,12.0,5.3
2014-03-23,-101.0800033292993,39.34999584335759,0.0,-8.5,7.8,24.8,88.2,19.2,4.8
2014-03-24,-101.0800033292993,39.34999584335759,0.0,-6.3,7.4,29.5,84.0,14.1,6.0
